,item_id,item_category_id,name2,name3,item_price,subtype_code,type_code
70,967,40,4,42,296.5897435897436,4,5
71,968,40,4,42,352.54337979094083,4,5
72,977,40,4,1367,140.93650793650792,4,5
73,983,40,4,1367,150.66304347826087,4,5
74,984,40,4,42,389.1533940774487,4,5
75,985,40,4,1367,141.55,4,5
76,986,40,4,952,249.0,4,5
77,987,40,4,1367,139.03830985915494,4,5
78,1070,40,4,42,175.27272727272728,4,5
79,1072,40,4,1367,120.30325301204819,4,5
80,1073,40,4,42,391.4298076923077,4,5
81,1075,40,4,42,340.26252513068033,4,5
82,1078,40,4,42,149.07407407407408,4,5
83,1086,40,4,1367,28.0,4,5
84,1092,40,4,42,110.6923076923077,4,5
85,1093,40,4,1367,28.0,4,5
86,1094,40,4,42,388.875,4,5
87,1096,40,4,684,209.3846153846154,4,5
88,1097,40,4,1367,136.1578947368421,4,5
89,1098,40,4,1367,139.5,4,5
90,1099,40,4,42,321.47792792792796,4,5
91,1107,40,4,1367,149.0,4,5
92,1108,40,4,42,375.09464285714284,4,5
93,1109,40,4,42,121.421875,4,5
94,1111,40,4,42,111.9090909090909,4,5
95,1113,40,4,1126,144.196,4,5
96,1115,40,4,1367,28.0,4,5
97,1116,40,4,42,378.64,4,5
98,1118,40,4,1367,125.68085106382979,4,5
99,1272,40,4,42,185.3,4,5
100,1274,40,4,684,145.875,4,5
101,1285,40,4,42,369.63569277108434,4,5
102,1287,40,4,1367,147.28571428571428,4,5
103,1288,40,4,42,358.28122994652404,4,5
104,1289,40,4,1367,152.27133333333333,4,5
105,2135,40,4,42,292.7626893939394,4,5
106,2462,40,4,42,93.09615384615384,4,5
107,2463,40,4,42,89.67241379310344,4,5
108,2508,40,4,42,319.53521126760563,4,5
109,3093,40,4,42,188.57894736842104,4,5
110,3112,40,4,42,335.1144578313253,4,5
111,3297,40,4,42,142.5121951219512,4,5
112,3582,40,4,1367,137.26,4,5
113,3594,40,4,42,219.0,4,5
114,3603,40,4,42,184.88382352941176,4,5
115,3763,40,4,42,382.0144927536232,4,5
116,3764,40,4,562,299.0,4,5
117,3783,40,4,277,28.0,4,5
118,3784,40,4,277,98.0,4,5
119,3785,40,4,216,98.0,4,5
120,4085,40,4,684,490.0927815063378,4,5
121,4328,40,4,1367,142.246875,4,5
122,4380,40,4,42,180.55868085106385,4,5
123,4381,40,4,42,168.7901030927835,4,5
124,4382,40,4,42,162.78309716599188,4,5
125,5012,40,4,42,380.44365284974094,4,5
126,5325,40,4,42,306.46566791510674,4,5
127,5358,40,4,42,193.16875000000002,4,5
128,5416,40,4,1367,145.01904761904763,4,5
129,5519,40,4,42,185.875,4,5
130,5522,40,4,42,115.73421052631578,4,5
131,5523,40,4,42,104.316,4,5
132,5524,40,4,42,157.5625,4,5
133,5525,40,4,42,146.96153846153845,4,5
134,5526,40,4,42,137.29500000000002,4,5
135,5527,40,4,42,149.02941176470588,4,5
136,5528,40,4,42,166.309375,4,5
137,5529,40,4,42,171.57142857142858,4,5
138,5534,40,4,42,189.42857142857142,4,5
139,5925,40,4,42,259.0,4,5
140,6266,40,4,42,394.9230769230769,4,5
141,6267,40,4,42,86.55555555555556,4,5
142,6332,40,4,42,285.51587813620074,4,5
143,6368,40,4,42,399.0,4,5
144,7243,40,4,1367,144.81159420289856,4,5
145,7530,40,4,42,391.6585784313726,4,5
146,7650,40,4,1367,299.2961267605634,4,5
147,7678,40,4,42,240.61777777777777,4,5
148,7680,40,4,684,289.625,4,5
149,7681,40,4,1367,106.7835260115607,4,5
150,7682,40,4,42,267.27272727272725,4,5
151,7683,40,4,1367,132.6392857142857,4,5
152,7684,40,4,1367,28.0,4,5
153,7685,40,4,1367,122.71428571428571,4,5
154,7686,40,4,42,28.0,4,5
155,7687,40,4,1367,113.0951219512195,4,5
156,7688,40,4,1367,141.3157608695652,4,5
157,7689,40,4,42,285.3636363636364,4,5
158,7690,40,4,1367,125.23076923076923,4,5
159,7691,40,4,1367,121.92307692307692,4,5
160,7692,40,4,42,173.53636363636363,4,5
161,7693,40,4,1367,123.51481481481481,4,5
162,7694,40,4,1367,121.95862068965518,4,5
163,7695,40,4,1367,121.7676923076923,4,5
164,7696,40,4,1367,139.79310344827587,4,5
165,7697,40,4,1367,137.3913043478261,4,5
166,7698,40,4,1367,144.52941176470588,4,5
167,7699,40,4,42,144.88571428571427,4,5
168,7700,40,4,42,143.45897435897436,4,5
169,7701,40,4,42,135.6028985507246,4,5
170,7702,40,4,1367,143.85571428571427,4,5
171,7703,40,4,1367,137.49761904761903,4,5
172,7704,40,4,1367,135.43173076923077,4,5
173,7705,40,4,1367,142.70394088669948,4,5
174,7706,40,4,1367,134.69464285714284,4,5
175,7707,40,4,1367,139.2637037037037,4,5
176,7708,40,4,1367,139.02941176470588,4,5
177,7709,40,4,1367,144.1178378378378,4,5
178,7710,40,4,1367,141.86633663366334,4,5
179,7711,40,4,42,237.03275862068966,4,5
180,7712,40,4,1367,283.0234417344173,4,5
181,7999,40,4,42,185.84615384615384,4,5
182,8045,40,4,42,211.59444444444443,4,5
183,8047,40,4,42,346.9672131147541,4,5
184,8068,40,4,1367,112.72727272727273,4,5
185,8069,40,4,42,296.68888888888887,4,5
186,8073,40,4,42,393.4129885057472,4,5
187,8075,40,4,42,121.03055555555557,4,5
188,8077,40,4,42,258.21743801652894,4,5
189,8079,40,4,42,394.0035393258427,4,5
190,8082,40,4,42,237.1304347826087,4,5
191,8083,40,4,42,395.014875,4,5
192,8085,40,4,375,191.84701492537314,4,5
193,8086,40,4,261,395.17320574162676,4,5
194,8087,40,4,42,149.0,4,5
195,8090,40,4,42,203.7111111111111,4,5
196,8091,40,4,1367,295.6598058252427,4,5
197,8092,40,4,42,145.75423303834808,4,5
198,8096,40,4,1546,342.1107011070111,4,5
199,8097,40,4,42,201.76511627906976,4,5
200,8098,40,4,42,227.43658536585366,4,5
201,8099,40,4,42,213.8869565217391,4,5
202,8100,40,4,42,392.0167953667954,4,5
203,8102,40,4,1367,138.84311926605506,4,5
204,8103,40,4,1367,141.4181818181818,4,5
205,8105,40,4,42,131.1904761904762,4,5
206,8123,40,4,42,272.09090909090907,4,5
207,8124,40,4,42,290.46666666666664,4,5
208,8125,40,4,42,279.54545454545456,4,5
209,8126,40,4,42,289.40816326530614,4,5
210,8128,40,4,1367,112.23977272727274,4,5
211,8129,40,4,1367,113.54285714285714,4,5
212,8131,40,4,42,102.06666666666666,4,5
213,8133,40,4,42,297.03447204968944,4,5
214,8135,40,4,42,173.2112676056338,4,5
215,8136,40,4,42,152.3475806451613,4,5
216,8137,40,4,42,229.80425531914892,4,5
217,8138,40,4,952,249.0,4,5
218,8143,40,4,42,135.5,4,5
219,8144,40,4,1367,145.73134328358208,4,5
220,8146,40,4,1367,149.0,4,5
221,8147,40,4,42,131.0909090909091,4,5
222,8148,40,4,42,149.0,4,5
223,8149,40,4,1367,149.0,4,5
224,8150,40,4,1367,149.0,4,5
225,8151,40,4,1367,138.74809160305344,4,5
226,8153,40,4,684,390.48428571428576,4,5
227,8154,40,4,42,192.48275862068965,4,5
228,8156,40,4,1367,117.83333333333333,4,5
229,8160,40,4,42,325.65384615384613,4,5
230,8161,40,4,1367,141.5776923076923,4,5
231,8162,40,4,952,249.0,4,5
232,8195,40,4,1367,142.43825503355706,4,5
233,8196,40,4,1367,28.0,4,5
234,8197,40,4,42,28.0,4,5
235,8198,40,4,1367,120.07692307692308,4,5
236,8200,40,4,42,140.5909090909091,4,5
237,8201,40,4,1367,149.0,4,5
238,8202,40,4,1367,118.75,4,5
239,8203,40,4,42,28.0,4,5
240,8204,40,4,42,433.6135648148148,4,5
241,8206,40,4,277,770.6608108108109,4,5
242,8208,40,4,1367,124.03659420289854,4,5
243,8210,40,4,1278,28.0,4,5
244,8235,40,4,1367,143.8398305084746,4,5
245,8236,40,4,42,135.5,4,5
246,8237,40,4,1367,135.9915697674419,4,5
247,8238,40,4,952,201.71428571428572,4,5
248,8240,40,4,42,334.815,4,5
249,8247,40,4,1367,149.0,4,5
250,8248,40,4,1367,137.72881355932202,4,5
251,8253,40,4,277,148.0,4,5
252,8254,40,4,42,237.45454545454547,4,5
253,8255,40,4,1367,146.07000000000002,4,5
254,8257,40,4,1367,143.84944444444446,4,5
255,8259,40,4,42,52.394285714285715,4,5
256,8260,40,4,952,249.0,4,5
257,8261,40,4,1367,146.53380952380954,4,5
258,8263,40,4,42,98.0,4,5
259,8264,40,4,42,183.0,4,5
260,8265,40,4,42,137.46808510638297,4,5
261,8267,40,4,1367,84.66666666666667,4,5
262,8268,40,4,1367,46.333333333333336,4,5
263,8269,40,4,1367,63.8,4,5
264,8270,40,4,1367,132.0,4,5
265,8271,40,4,1367,135.33333333333334,4,5
266,8272,40,4,42,249.0,4,5
267,8273,40,4,363,298.0,4,5
268,8277,40,4,1367,114.76666666666667,4,5
269,8279,40,4,42,390.3378378378378,4,5
270,8281,40,4,42,81.84615384615384,4,5
271,8282,40,4,1367,147.3302752293578,4,5
272,8283,40,4,42,335.1830860534125,4,5
273,8285,40,4,42,218.25547445255475,4,5
274,8287,40,4,1367,136.44761904761904,4,5
275,8289,40,4,1367,99.12244897959184,4,5
276,8290,40,4,1367,139.875,4,5
277,8291,40,4,1367,134.76190476190476,4,5
278,8292,40,4,277,275.77478260869566,4,5
279,8294,40,4,1367,144.35135135135135,4,5
280,8295,40,4,952,249.0,4,5
281,8296,40,4,42,199.0,4,5
282,8298,40,4,1367,145.0,4,5
283,8299,40,4,1367,139.61238938053097,4,5
284,8300,40,4,42,319.3235294117647,4,5
285,8303,40,4,1367,143.38297872340425,4,5
286,8304,40,4,42,333.46445497630333,4,5
287,8305,40,4,220,28.0,4,5
288,8306,40,4,42,72.0,4,5
289,8307,40,4,42,77.22222222222223,4,5
290,8309,40,4,1367,58.0,4,5
291,8310,40,4,1367,28.0,4,5
292,8311,40,4,277,331.3777777777778,4,5
293,8313,40,4,1367,133.69662921348313,4,5
294,8314,40,4,42,333.5474921630094,4,5
295,8317,40,4,42,207.2421052631579,4,5
296,8319,40,4,1367,138.53191489361703,4,5
297,8320,40,4,42,98.0,4,5
298,8327,40,4,42,398.2269230769231,4,5
299,8328,40,4,42,300.6020408163265,4,5
300,8329,40,4,1367,143.32075471698113,4,5
301,8332,40,4,684,71.33333333333333,4,5
302,8333,40,4,1367,127.98245614035088,4,5
303,8338,40,4,42,87.5,4,5
304,8339,40,4,1367,141.56521739130434,4,5
305,8340,40,4,42,247.07843137254903,4,5
306,8341,40,4,1367,142.54117647058823,4,5
307,8343,40,4,685,375.6923076923077,4,5
308,8344,40,4,1367,144.98520408163265,4,5
309,8368,40,4,42,377.5841059602649,4,5
310,8376,40,4,42,340.52197802197804,4,5
311,8378,40,4,1367,147.2372549019608,4,5
312,8380,40,4,1063,198.0,4,5
313,8381,40,4,1367,28.0,4,5
314,8382,40,4,42,368.37931034482756,4,5
315,8383,40,4,1367,28.0,4,5
316,8384,40,4,42,28.0,4,5
317,8386,40,4,952,249.0,4,5
318,8387,40,4,1367,27.0,4,5
319,8388,40,4,42,320.93401015228426,4,5
320,8391,40,4,42,430.666563876652,4,5
321,8394,40,4,42,98.0,4,5
322,8396,40,4,1367,143.024,4,5
323,8397,40,4,42,396.9116393442623,4,5
324,8399,40,4,42,335.38709677419354,4,5
325,8400,40,4,42,260.7784974093264,4,5
326,8402,40,4,42,349.0,4,5
327,8403,40,4,1367,137.73076923076923,4,5
328,8404,40,4,1367,147.09867549668874,4,5
329,8405,40,4,1367,143.52188679245282,4,5
330,8407,40,4,1367,49.75,4,5
331,8408,40,4,42,164.92,4,5
332,8415,40,4,42,342.6956212510707,4,5
333,8417,40,4,1367,160.59660714285715,4,5
334,8418,40,4,42,193.08823529411765,4,5
335,8421,40,4,952,243.42333333333332,4,5
336,8422,40,4,1367,122.4596590909091,4,5
337,8423,40,4,1367,131.11267605633802,4,5
338,8424,40,4,42,282.1666666666667,4,5
339,8426,40,4,1367,145.44833333333332,4,5
340,8427,40,4,20,227.2,4,5
341,8428,40,4,952,249.0,4,5
342,8430,40,4,1367,27.0,4,5
343,8431,40,4,1367,149.0,4,5
344,8432,40,4,42,256.41428571428577,4,5
345,8569,40,4,42,396.30835416666747,4,5
346,8573,40,4,1265,396.77643410852716,4,5
347,8576,40,4,1367,140.63466666666667,4,5
348,8579,40,4,684,367.625,4,5
349,8580,40,4,49,273.0,4,5
350,8581,40,4,155,210.5,4,5
351,8582,40,4,42,138.88235294117646,4,5
352,8583,40,4,42,149.0,4,5
353,8584,40,4,42,143.85714285714286,4,5
354,8585,40,4,42,142.44545454545457,4,5
355,8586,40,4,42,127.44444444444444,4,5
356,8587,40,4,42,137.4,4,5
357,8588,40,4,42,134.22222222222223,4,5
358,8589,40,4,42,215.8653846153846,4,5
359,8590,40,4,42,198.96153846153845,4,5
360,8591,40,4,42,216.60714285714286,4,5
361,8592,40,4,42,195.61904761904762,4,5
362,8593,40,4,42,231.56521739130434,4,5
363,8595,40,4,1367,142.45454545454547,4,5
364,8603,40,4,42,276.9230769230769,4,5
365,8604,40,4,216,48.0,4,5
366,8605,40,4,42,213.70560747663552,4,5
367,8607,40,4,42,445.1595979899497,4,5
368,8609,40,4,1367,142.9125,4,5
369,8610,40,4,1367,112.72727272727273,4,5
370,8611,40,4,1367,128.9142857142857,4,5
371,8612,40,4,1367,142.63181818181818,4,5
372,8613,40,4,42,192.1401612903226,4,5
373,8614,40,4,42,294.29838565022425,4,5
374,8615,40,4,42,270.27705882352944,4,5
375,8616,40,4,1367,92.8,4,5
376,8617,40,4,1367,139.35,4,5
377,8618,40,4,1367,87.0529411764706,4,5
378,8619,40,4,1367,138.66486486486485,4,5
379,8620,40,4,1367,140.45,4,5
380,8621,40,4,1367,137.29905660377358,4,5
381,8622,40,4,1367,28.0,4,5
382,8623,40,4,1367,141.05882352941177,4,5
383,8624,40,4,42,194.05904509283818,4,5
384,8625,40,4,42,263.39979228486646,4,5
385,8627,40,4,1367,86.76923076923077,4,5
386,8628,40,4,1367,142.60434782608695,4,5
387,8629,40,4,1367,93.0,4,5
388,8630,40,4,1367,139.5285714285714,4,5
389,8631,40,4,1367,137.06666666666666,4,5
390,8632,40,4,1367,58.7,4,5
391,8633,40,4,1367,143.14285714285714,4,5
392,8634,40,4,1367,144.32337662337662,4,5
393,8635,40,4,42,186.40926128590968,4,5
394,8636,40,4,1367,144.82343749999998,4,5
395,8637,40,4,42,293.5090604026846,4,5
396,8640,40,4,1367,27.5,4,5
397,8641,40,4,1367,138.46666666666667,4,5
398,8642,40,4,1367,28.0,4,5
399,8643,40,4,1367,142.44772727272726,4,5
400,8644,40,4,42,287.00054945054944,4,5
401,8645,40,4,1367,144.38205128205126,4,5
402,8646,40,4,1367,146.53599999999997,4,5
403,8647,40,4,1367,142.56265060240963,4,5
404,8648,40,4,1367,119.63928571428572,4,5
405,8649,40,4,1367,70.2,4,5
406,8650,40,4,1367,139.396,4,5
407,8651,40,4,1367,148.99444444444444,4,5
408,8652,40,4,1367,146.66451612903228,4,5
409,8653,40,4,42,258.29604895104893,4,5
410,8655,40,4,1367,135.88609625668448,4,5
411,8656,40,4,1367,175.2373184357542,4,5
412,8657,40,4,1367,240.89756637168142,4,5
413,8658,40,4,1367,152.24081560283688,4,5
414,8659,40,4,42,137.62727272727273,4,5
415,8660,40,4,42,182.6153846153846,4,5
416,8661,40,4,1367,144.82582547169812,4,5
417,8662,40,4,1367,143.24332161687173,4,5
418,8663,40,4,42,277.9352272727273,4,5
419,8664,40,4,1367,145.89787946428572,4,5
420,8665,40,4,42,283.6505263157895,4,5
421,8666,40,4,1367,143.92752475247522,4,5
422,8667,40,4,42,283.63405797101456,4,5
423,8668,40,4,1367,145.24247311827955,4,5
424,8669,40,4,42,291.9737288135593,4,5
425,8670,40,4,1367,145.92333333333335,4,5
426,8671,40,4,42,289.26272727272726,4,5
427,8672,40,4,1367,156.09921722113504,4,5
428,8673,40,4,1367,142.55609756097562,4,5
429,8674,40,4,42,169.36363636363637,4,5
430,8675,40,4,42,335.22499999999997,4,5
431,8677,40,4,42,96.57142857142857,4,5
432,8681,40,4,952,249.0,4,5
433,8682,40,4,1367,117.40186915887851,4,5
434,8692,40,4,42,445.5837087912088,4,5
435,8696,40,4,952,249.0,4,5
436,8697,40,4,1367,142.33333333333334,4,5
437,8698,40,4,42,341.1248062015504,4,5
438,8699,40,4,42,248.57068965517243,4,5
439,8700,40,4,42,148.0,4,5
440,8701,40,4,1367,306.7839285714286,4,5
441,8702,40,4,42,384.0931782945743,4,5
442,8705,40,4,1367,146.3078947368421,4,5
443,8706,40,4,42,58.0,4,5
444,8707,40,4,42,143.41935483870967,4,5
445,8709,40,4,42,204.36666666666667,4,5
446,8712,40,4,42,154.36363636363637,4,5
447,8713,40,4,42,55.0,4,5
448,8715,40,4,1367,138.7922077922078,4,5
449,8717,40,4,42,122.1875,4,5
450,8719,40,4,216,128.28125,4,5
451,8720,40,4,42,58.0,4,5
452,8721,40,4,42,142.20140186915887,4,5
453,8723,40,4,1367,130.51785714285714,4,5
454,8724,40,4,1367,130.45454545454547,4,5
455,8725,40,4,42,43.0,4,5
456,8726,40,4,42,50.0,4,5
457,8727,40,4,42,139.22857142857143,4,5
458,8729,40,4,42,207.7107843137255,4,5
459,8730,40,4,1367,135.5090909090909,4,5
460,8731,40,4,1367,146.6573033707865,4,5
461,8732,40,4,1367,164.53197674418604,4,5
462,8733,40,4,1367,165.21876543209876,4,5
463,8734,40,4,1367,163.12698412698413,4,5
464,8735,40,4,42,492.772081736908,4,5
465,8740,40,4,1367,140.19565217391303,4,5
466,8741,40,4,42,238.43478260869566,4,5
467,8743,40,4,1367,150.0177581120944,4,5
468,8745,40,4,1367,30.636363636363637,4,5
469,8746,40,4,1367,139.94666666666666,4,5
470,8747,40,4,42,205.2171875,4,5
471,8748,40,4,42,208.53214285714284,4,5
472,8749,40,4,42,221.5957627118644,4,5
473,8750,40,4,42,211.92999999999998,4,5
474,8751,40,4,42,216.08686868686868,4,5
475,8752,40,4,42,239.07357142857146,4,5
476,8754,40,4,42,312.41131386861315,4,5
477,8757,40,4,952,249.0,4,5
478,8758,40,4,1367,140.3053435114504,4,5
479,8759,40,4,1367,136.39305000000002,4,5
480,8761,40,4,1367,28.0,4,5
481,8762,40,4,1367,142.84339622641508,4,5
482,8763,40,4,42,330.44819277108434,4,5
483,8764,40,4,42,146.906,4,5
484,8766,40,4,1367,144.98880357142858,4,5
485,8767,40,4,42,232.85714285714286,4,5
486,8769,40,4,1367,142.8258064516129,4,5
487,8771,40,4,42,288.8144329896907,4,5
488,8774,40,4,42,129.875,4,5
489,8775,40,4,42,215.54545454545453,4,5
490,8776,40,4,42,194.76335877862596,4,5
491,8778,40,4,1367,127.41201529861723,4,5
492,8779,40,4,1367,136.49336363636365,4,5
493,8780,40,4,42,333.003125,4,5
494,8781,40,4,42,106.35166666666667,4,5
495,8782,40,4,42,113.34032258064516,4,5
496,8783,40,4,42,107.72,4,5
497,8784,40,4,42,109.01184210526317,4,5
498,8785,40,4,42,116.55000000000001,4,5
499,8786,40,4,42,114.75,4,5
500,8787,40,4,42,118.94594594594595,4,5
501,8788,40,4,42,120.39393939393939,4,5
502,8789,40,4,42,235.4061855670103,4,5
503,8790,40,4,42,228.75471698113208,4,5
504,8791,40,4,42,207.575,4,5
505,8792,40,4,42,237.58823529411765,4,5
506,8793,40,4,42,192.5205479452055,4,5
507,8794,40,4,42,254.7654761904762,4,5
508,8795,40,4,42,265.3361702127659,4,5
509,8796,40,4,42,235.25384615384615,4,5
510,8797,40,4,42,226.27654320987656,4,5
511,8798,40,4,42,234.8125,4,5
512,8799,40,4,42,214.74096385542168,4,5
513,8800,40,4,42,202.74719101123594,4,5
514,8801,40,4,42,197.26470588235293,4,5
515,8803,40,4,42,197.58043478260868,4,5
516,8805,40,4,952,249.0,4,5
517,8806,40,4,1367,110.88,4,5
518,8807,40,4,1367,123.04305555555555,4,5
519,8808,40,4,1367,125.6984375,4,5
520,8843,40,4,42,324.26992481203007,4,5
521,8844,40,4,42,122.5,4,5
522,8846,40,4,1367,144.3469387755102,4,5
523,8848,40,4,1539,383.6397972972973,4,5
524,8886,40,4,42,397.92814371257487,4,5
525,8891,40,4,42,385.80597826086955,4,5
526,8893,40,4,1367,130.015625,4,5
527,8895,40,4,42,299.0,4,5
528,8897,40,4,1367,98.0,4,5
529,8898,40,4,42,491.13097264437687,4,5
530,8900,40,4,42,58.0,4,5
531,8901,40,4,277,28.0,4,5
532,8903,40,4,1367,123.94285714285714,4,5
533,8904,40,4,1367,36.57142857142857,4,5
534,8905,40,4,952,249.0,4,5
535,8908,40,4,684,114.875,4,5
536,8910,40,4,1367,140.52941176470588,4,5
537,8911,40,4,42,228.27272727272728,4,5
538,8912,40,4,42,286.25,4,5
539,8913,40,4,1367,141.52702702702703,4,5
540,8914,40,4,42,209.8181818181818,4,5
541,8918,40,4,42,328.4050279329609,4,5
542,8920,40,4,42,289.3225806451613,4,5
543,8921,40,4,42,281.59183673469386,4,5
544,8922,40,4,42,285.6511627906977,4,5
545,8923,40,4,42,285.3333333333333,4,5
546,8924,40,4,42,296.22073170731704,4,5
547,8925,40,4,1367,50.705263157894734,4,5
548,8926,40,4,42,234.46511627906978,4,5
549,8927,40,4,1367,80.85714285714286,4,5
550,8928,40,4,42,291.54545454545456,4,5
551,8929,40,4,42,59.25,4,5
552,8931,40,4,1367,84.66666666666667,4,5
553,8932,40,4,42,299.0,4,5
554,8933,40,4,42,388.4,4,5
555,8935,40,4,42,183.03571428571428,4,5
556,8936,40,4,42,188.0,4,5
557,8937,40,4,42,94.39795918367346,4,5
558,8938,40,4,42,94.9,4,5
559,8943,40,4,42,342.10853658536587,4,5
560,8945,40,4,684,140.5,4,5
561,8946,40,4,1367,43.0,4,5
562,8947,40,4,42,104.66666666666667,4,5
563,8948,40,4,42,82.16666666666667,4,5
564,8950,40,4,42,97.43396226415095,4,5
565,8954,40,4,42,371.73480243161094,4,5
566,8956,40,4,1367,142.5,4,5
567,8959,40,4,42,254.125,4,5
568,8960,40,4,42,281.30526315789473,4,5
569,8961,40,4,1367,166.2985915492958,4,5
570,8962,40,4,42,334.6666666666667,4,5
571,8964,40,4,1007,198.0,4,5
572,8967,40,4,42,147.2,4,5
573,8970,40,4,953,599.0,4,5
574,8971,40,4,1367,124.40903614457832,4,5
575,8972,40,4,1367,146.67307692307693,4,5
576,8973,40,4,42,201.07241379310346,4,5
577,8974,40,4,42,390.2600416666675,4,5
578,8976,40,4,1367,137.61744966442953,4,5
579,8977,40,4,42,114.63636363636364,4,5
580,8978,40,4,216,53.0,4,5
581,8980,40,4,1367,144.60108695652173,4,5
582,8981,40,4,42,397.7368421052632,4,5
583,8983,40,4,42,28.0,4,5
584,8985,40,4,42,338.09218749999997,4,5
585,8989,40,4,1367,145.88311688311688,4,5
586,8990,40,4,1367,28.0,4,5
587,8991,40,4,42,313.53061224489795,4,5
588,8996,40,4,1367,127.125,4,5
589,8997,40,4,42,294.27272727272725,4,5
590,8999,40,4,1367,90.75,4,5
591,9002,40,4,42,291.1941860465117,4,5
592,9003,40,4,42,277.066796875,4,5
593,9005,40,4,42,307.2,4,5
594,9006,40,4,1367,107.13793103448276,4,5
595,9008,40,4,1367,123.57142857142857,4,5
596,9009,40,4,42,368.97904761904766,4,5
597,9016,40,4,42,342.0276094276061,4,5
598,9017,40,4,1367,145.2289156626506,4,5
599,9018,40,4,42,140.46153846153845,4,5
600,9019,40,4,1367,132.96621052631576,4,5
601,9020,40,4,1367,140.39697368421054,4,5
602,9022,40,4,1367,110.23389830508474,4,5
603,9024,40,4,1367,149.0,4,5
604,9025,40,4,42,199.0,4,5
605,9026,40,4,1367,70.0,4,5
606,9027,40,4,1367,67.25,4,5
607,9028,40,4,1145,28.0,4,5
608,9031,40,4,42,179.0857142857143,4,5
609,9033,40,4,1371,143.47168656716423,4,5
610,9035,40,4,952,209.04588957055213,4,5
611,9036,40,4,42,98.0,4,5
612,9037,40,4,1367,28.0,4,5
613,9041,40,4,1367,140.62243589743588,4,5
614,9042,40,4,1367,141.20866425992782,4,5
615,9043,40,4,42,382.83867449664433,4,5
616,9045,40,4,1367,145.07181818181817,4,5
617,9047,40,4,952,249.0,4,5
618,9048,40,4,1367,156.45921052631581,4,5
619,9049,40,4,1367,132.47383177570094,4,5
620,9050,40,4,1367,118.31865671641782,4,5
621,9053,40,4,216,361.93482142857147,4,5
622,9055,40,4,42,298.4809415121256,4,5
623,9058,40,4,1332,28.0,4,5
624,9059,40,4,221,38.0,4,5
625,9060,40,4,222,34.0,4,5
626,9061,40,4,223,28.0,4,5
627,9063,40,4,42,345.26666666666665,4,5
628,9064,40,4,1367,126.88235294117646,4,5
629,9065,40,4,42,289.57867283950617,4,5
630,9066,40,4,42,96.78571428571429,4,5
